Date,Open,High,Low,Close,Volume
20-Feb-24,7.16,7.5,6.9,7.17,7.17,"1,610,300"
16-Feb-24,7.73,7.78,6.91,6.93,6.93,"2,909,600"
15-Feb-24,8.74,9.08,7.48,7.49,7.49,"3,663,400"
14-Feb-24,8.9,9.17,8.42,8.75,8.75,"2,021,600"
13-Feb-24,8.4,8.85,7.87,7.96,7.96,"2,296,100"
12-Feb-24,8,9.7,7.94,9.16,9.16,"3,225,500"
9-Feb-24,8.92,8.97,7.79,7.89,7.89,"2,768,400"
8-Feb-24,7.67,8.7,7.65,8.25,8.25,"2,099,900"
7-Feb-24,6.9,7.2,6.61,7.09,7.09,"818,100"
6-Feb-24,6.98,7.12,6.62,6.78,6.78,"1,351,900"
5-Feb-24,7.39,7.46,6.86,6.93,6.93,"1,461,000"
2-Feb-24,7.8,8.08,7.41,7.66,7.66,"1,197,100"
1-Feb-24,8.15,8.39,7.61,7.94,7.94,"1,341,400"
31-Jan-24,8.59,8.8,7.76,8.19,8.19,"2,385,100"
30-Jan-24,8.8,9.8,8.09,8.98,8.98,"2,883,600"
29-Jan-24,7.87,9.2,7.2,8.99,8.99,"3,178,600"
26-Jan-24,7,7.6,6.84,7.6,7.6,"1,713,200"
25-Jan-24,6.48,6.79,6.32,6.6,6.6,"424,800"
24-Jan-24,6.44,6.74,6.23,6.24,6.24,"403,600"
23-Jan-24,6.53,6.69,6.14,6.15,6.15,"1,171,300"
22-Jan-24,6.3,6.95,6.23,6.8,6.8,"560,300"
19-Jan-24,6.48,6.57,6.02,6.4,6.4,"621,200"
18-Jan-24,6.51,7.24,6.05,6.19,6.19,"1,114,600"
17-Jan-24,6.26,6.69,6.13,6.53,6.53,"667,600"
16-Jan-24,6.23,7.04,5.71,6.72,6.72,"1,770,800"
12-Jan-24,6.99,7.02,6.03,6.15,6.15,"1,751,000"
11-Jan-24,8.59,8.8,6.82,7.19,7.19,"2,708,500"
10-Jan-24,7.79,8.05,7.11,7.64,7.64,"1,830,200"
9-Jan-24,8.69,8.95,7.84,7.89,7.89,"1,675,100"
8-Jan-24,8.25,9.16,7.55,9.08,9.08,"2,846,200"
5-Jan-24,7.97,8.2,7.02,8.11,8.11,"1,554,700"
4-Jan-24,8.23,8.54,7.66,8.02,8.02,"2,135,900"
3-Jan-24,7.65,8.65,7.3,8.02,8.02,"3,959,500"
2-Jan-24,10.6,10.69,8.4,8.88,8.88,"4,044,300"
29-Dec-23,13.02,13.02,9.11,9.86,9.86,"6,554,000"
28-Dec-23,12.8,13.5,12.54,13.22,13.22,"2,944,800"
27-Dec-23,12.07,14.27,11.75,13.67,13.67,"3,352,700"
26-Dec-23,10.65,12.99,10.65,11.44,11.44,"4,411,400"
22-Dec-23,8.75,10.83,8.3,10.22,10.22,"3,370,500"
21-Dec-23,8.2,8.75,7.8,8.45,8.45,"1,399,600"
20-Dec-23,8,8.79,7.76,8.18,8.18,"1,789,200"
19-Dec-23,8,8.1,7.46,7.84,7.84,"798,800"
18-Dec-23,7.54,8.14,7.3,7.79,7.79,"1,916,900"
15-Dec-23,6.6,8,6.24,7.9,7.9,"2,300,500"
14-Dec-23,6.49,6.7,6.15,6.59,6.59,"1,086,900"
13-Dec-23,6,6.49,5.7,6.49,6.49,"651,400"
12-Dec-23,5.76,5.95,5.61,5.95,5.95,"634,000"
11-Dec-23,5.9,5.95,5.44,5.55,5.55,"1,817,600"
8-Dec-23,5.97,6.45,5.63,6.23,6.23,"1,259,800"
7-Dec-23,5.42,5.8,5.21,5.77,5.77,"1,099,000"
6-Dec-23,5.7,5.89,5.42,5.7,5.7,"1,277,600"
5-Dec-23,5.3,5.68,5.21,5.58,5.58,"871,800"
4-Dec-23,5.16,5.75,5.06,5.3,5.3,"1,680,700"
1-Dec-23,4.62,5,4.42,5,5,"816,100"
30-Nov-23,4.8,4.8,4.26,4.5,4.5,"1,469,100"
29-Nov-23,4.61,4.81,4.5,4.7,4.7,"501,600"
28-Nov-23,4.24,4.77,4.18,4.55,4.55,"720,900"
27-Nov-23,4.2,4.31,4.12,4.18,4.18,"406,400"
24-Nov-23,4.13,4.46,4.1,4.32,4.32,"529,100"
22-Nov-23,4.14,4.29,3.97,4.11,4.11,"509,600"
21-Nov-23,4.47,4.55,3.91,4.14,4.14,"1,010,000"
20-Nov-23,4,4.88,3.93,4.76,4.76,"700,100"
17-Nov-23,4,4.03,3.9,4,4,"388,000"
16-Nov-23,4.25,4.37,3.78,3.99,3.99,"896,500"
15-Nov-23,5,5.23,4.15,4.28,4.28,"1,305,400"
14-Nov-23,3.9,5,3.83,5,5,"693,300"
13-Nov-23,3.97,4.04,3.69,3.77,3.77,"455,900"
10-Nov-23,3.56,3.99,3.56,3.97,3.97,"350,100"
9-Nov-23,4,4.02,3.49,3.53,3.53,"685,300"
8-Nov-23,3.81,3.97,3.71,3.77,3.77,"254,400"
7-Nov-23,3.87,4.04,3.78,3.8,3.8,"349,900"
6-Nov-23,4.07,4.15,3.76,3.89,3.89,"764,400"
3-Nov-23,3.82,4.01,3.82,3.99,3.99,"500,100"
2-Nov-23,4,4.01,3.76,3.82,3.82,"797,400"
1-Nov-23,3.85,4.01,3.71,3.83,3.83,"936,600"
31-Oct-23,3.56,4,3.56,3.74,3.74,"282,400"
30-Oct-23,3.97,4,3.55,3.62,3.62,"797,400"
27-Oct-23,3.31,3.95,3.24,3.78,3.78,"580,200"
26-Oct-23,3.78,3.88,3.15,3.19,3.19,"842,300"
25-Oct-23,3.12,3.81,2.91,3.72,3.72,"793,900"
24-Oct-23,3.19,3.32,2.9,3.1,3.1,"892,700"
23-Oct-23,3.2,3.3,2.77,2.93,2.93,"636,700"
20-Oct-23,3.35,3.57,3.03,3.2,3.2,"722,400"
19-Oct-23,3.58,3.63,3.2,3.41,3.41,"623,100"
18-Oct-23,3.93,3.97,3.5,3.55,3.55,"388,300"
17-Oct-23,4,4.03,3.7,4,4,"336,300"
16-Oct-23,4.75,4.84,3.6,3.96,3.96,"759,000"
13-Oct-23,5.51,5.9,3.5,4.5,4.5,"796,800"
12-Oct-23,5.94,6.02,5.38,5.64,5.64,"225,800"
11-Oct-23,7.27,7.27,5.64,5.75,5.75,"293,700"
10-Oct-23,6.99,7.46,6.81,7.37,7.37,"154,200"
9-Oct-23,7.9,7.9,6.82,6.99,6.99,"129,400"
6-Oct-23,8.32,8.64,7.64,7.83,7.83,"95,000"
5-Oct-23,8.4,8.62,7.66,8,8,"66,200"
4-Oct-23,8.8,8.8,8.33,8.51,8.51,"78,400"
3-Oct-23,9.62,9.77,8.39,8.68,8.68,"119,400"
2-Oct-23,9.84,10.2,9.42,9.62,9.62,"102,300"
29-Sep-23,10,10.24,9.6,9.64,9.64,"84,400"
28-Sep-23,9.98,10.36,9.63,9.8,9.8,"89,100"
27-Sep-23,9.78,10.4,9.78,9.98,9.98,"131,900"
26-Sep-23,11.16,11.44,9.51,9.53,9.53,"163,100"
25-Sep-23,12.01,12.01,11.21,11.22,11.22,"18,400"
22-Sep-23,13.45,13.89,12.01,12.01,12.01,"83,200"
21-Sep-23,13,13.87,12.81,13.58,13.58,"69,300"
20-Sep-23,13.2,13.5,12.65,12.95,12.95,"23,800"
19-Sep-23,12.67,13.91,12.67,13.58,13.58,"75,600"
18-Sep-23,12.81,14.65,12.3,12.93,12.93,"185,500"
15-Sep-23,10.85,13.57,10.73,13,13,"597,500"
14-Sep-23,9.95,11.4,9.85,11,11,"129,400"
13-Sep-23,9.75,10.55,9.11,10.26,10.26,"159,500"
12-Sep-23,10.97,11.07,9.6,9.7,9.7,"186,300"
11-Sep-23,11.46,11.77,10.41,10.41,10.41,"45,600"
8-Sep-23,11.68,11.72,11.21,11.53,11.53,"8,000"
7-Sep-23,12.32,12.32,11.5,11.6,11.6,"31,600"
6-Sep-23,13.08,13.08,12,12.11,12.11,"44,200"
5-Sep-23,12.63,13.13,12.2,12.75,12.75,"46,100"
1-Sep-23,13.54,13.75,12.25,12.71,12.71,"44,300"
31-Aug-23,13.55,14.5,13.07,13.55,13.55,"750,700"
30-Aug-23,13.95,14.5,13.11,13.78,13.78,"101,600"
29-Aug-23,14.02,14.47,13.09,13.56,13.56,"107,400"
28-Aug-23,13.85,14.04,12.51,13.99,13.99,"105,600"
25-Aug-23,13.51,14,13.34,14,14,"82,800"
24-Aug-23,14.03,14.13,13.38,13.62,13.62,"71,600"
23-Aug-23,12.5,14.22,12.5,13.82,13.82,"114,000"
22-Aug-23,13.89,13.95,13.44,13.89,13.89,"64,300"
21-Aug-23,13.09,13.88,13.09,13.76,13.76,"36,200"
18-Aug-23,12.9,13.85,12.78,13.29,13.29,"100,500"
17-Aug-23,14,14.6,13.31,13.73,13.73,"80,400"
16-Aug-23,12.25,14.47,12.25,14.31,14.31,"123,700"
15-Aug-23,11.97,13.88,11.84,13.51,13.51,"40,700"
14-Aug-23,12.18,13.49,11.91,11.96,11.96,"98,200"
11-Aug-23,9.5,13.9,9.21,12.58,12.58,"622,800"
10-Aug-23,9.65,10,9.15,9.29,9.29,"17,400"
9-Aug-23,9.18,10.33,9.18,9.76,9.76,"11,200"
8-Aug-23,9.25,9.49,9.01,9.28,9.28,"41,400"
7-Aug-23,9.21,10.11,9.21,9.5,9.5,"38,400"
4-Aug-23,10.22,10.22,9.16,9.16,9.16,"26,100"
3-Aug-23,10.37,10.37,9.85,9.94,9.94,"70,700"
2-Aug-23,10.2,10.32,10,10.22,10.22,"51,700"
1-Aug-23,10.25,10.4,10.2,10.2,10.2,"65,500"
31-Jul-23,10.2,10.48,10.2,10.42,10.42,"35,200"
28-Jul-23,10.27,10.4,10.2,10.2,10.2,"41,300"
27-Jul-23,10.3,10.71,10.2,10.2,10.2,"42,200"
26-Jul-23,10.21,10.6,10.2,10.2,10.2,"14,800"
25-Jul-23,10.38,10.8,10.23,10.27,10.27,"22,600"
24-Jul-23,10.83,10.83,10.2,10.25,10.25,"52,100"
21-Jul-23,12.01,12.01,10.6,11.28,11.28,"91,800"
20-Jul-23,12.41,12.42,11.82,12.05,12.05,"48,000"
19-Jul-23,13.19,13.87,12.02,12.42,12.42,"114,100"
18-Jul-23,14.28,14.28,12.8,12.91,12.91,"40,700"
17-Jul-23,14.1,14.51,13.89,14.27,14.27,"65,200"
14-Jul-23,13.74,14.3,13.17,14.01,14.01,"193,700"
13-Jul-23,12.06,13.74,12.06,13.74,13.74,"63,900"
12-Jul-23,12.21,12.6,11.77,11.9,11.9,"49,300"
11-Jul-23,13.06,13.2,11,12.61,12.61,"59,200"
10-Jul-23,12.51,14.09,12.17,13.2,13.2,"84,900"
7-Jul-23,12.06,12.65,12.02,12.64,12.64,"35,200"
6-Jul-23,11.65,12.73,11.5,12.49,12.49,"24,900"
5-Jul-23,11.34,12,11.34,11.79,11.79,"20,300"
3-Jul-23,11.19,11.65,10.52,11.49,11.49,"12,500"
30-Jun-23,11.51,11.8,10.58,11.2,11.2,"39,100"
29-Jun-23,10.47,11.88,10.32,11.88,11.88,"97,800"
28-Jun-23,10.39,10.88,10.25,10.47,10.47,"22,900"
27-Jun-23,10.85,10.85,10.2,10.54,10.54,"117,800"
26-Jun-23,11.3,11.3,10.79,11,11,"34,000"
23-Jun-23,11.51,11.79,11,11.37,11.37,"33,300"
22-Jun-23,10.53,11.73,10.5,11.41,11.41,"95,900"
21-Jun-23,10.74,11,10.5,10.88,10.88,"107,500"
20-Jun-23,10.6,12.85,9.92,10.73,10.73,"387,300"
16-Jun-23,8.46,11.6,7.56,11.41,11.41,"712,300"
15-Jun-23,7.45,9.68,7.18,7.56,7.56,"214,400"
14-Jun-23,7.4,7.52,7.24,7.48,7.48,"118,000"
13-Jun-23,6.02,7.48,5.83,7.4,7.4,"345,000"
12-Jun-23,5.11,6.5,5.09,6.24,6.24,"225,700"
9-Jun-23,5.08,5.24,5.04,5.05,5.05,"19,700"
8-Jun-23,5.01,5.07,4.88,5.01,5.01,"9,400"
7-Jun-23,5.11,5.22,4.85,4.99,4.99,"37,000"
6-Jun-23,4.65,5.17,4.65,5.17,5.17,"56,700"
5-Jun-23,5.12,5.16,4.75,4.83,4.83,"183,600"
2-Jun-23,4.9,5.26,4.85,4.85,4.85,"10,500"
1-Jun-23,4.94,5.25,4.85,5.03,5.03,"5,900"
31-May-23,5.06,5.48,4.6,4.92,4.92,"42,400"
30-May-23,5.27,5.48,5.01,5.03,5.03,"30,800"
26-May-23,5.08,5.28,4.94,5.12,5.12,"10,700"
25-May-23,5,5.04,4.93,4.93,4.93,"1,900"
24-May-23,4.93,5.14,4.93,5,5,"10,600"
23-May-23,5.02,5.28,5.01,5.14,5.14,"14,800"
22-May-23,4.81,5.09,4.75,4.87,4.87,"15,300"
19-May-23,5.36,5.36,4.63,4.81,4.81,"90,800"
18-May-23,5.42,5.5,5.06,5.06,5.06,"32,100"
17-May-23,5.31,5.64,5.26,5.42,5.42,"16,200"
16-May-23,5.35,5.66,5.2,5.46,5.46,"26,600"
15-May-23,5.69,5.84,5.3,5.55,5.55,"49,300"
12-May-23,5.6,6.12,5.51,5.62,5.62,"65,500"
11-May-23,6,6.03,5.5,5.51,5.51,"69,600"
10-May-23,6.04,6.43,6.02,6.06,6.06,"11,500"
9-May-23,5.72,6.18,5.72,5.93,5.93,"31,200"
8-May-23,6.2,6.2,5.7,5.79,5.79,"70,600"
5-May-23,6.5,6.7,6,6.27,6.27,"68,400"
4-May-23,6.9,6.9,6.1,6.25,6.25,"81,000"
3-May-23,7.57,7.57,6.8,6.81,6.81,"27,500"
2-May-23,7.07,7.36,7,7.19,7.19,"28,400"
1-May-23,7.35,7.62,7.2,7.34,7.34,"23,900"
28-Apr-23,7.65,7.78,7.14,7.5,7.5,"85,500"
27-Apr-23,7.41,7.79,7.24,7.6,7.6,"27,200"
26-Apr-23,6.95,8.16,6.95,7.7,7.7,"84,000"
25-Apr-23,6.78,7.22,6.6,6.92,6.92,"66,900"
24-Apr-23,6.6,7.4,6.6,6.92,6.92,"55,900"
21-Apr-23,5.87,7.48,5.87,6.68,6.68,"181,700"
20-Apr-23,6.2,6.32,5.7,6.15,6.15,"194,500"
19-Apr-23,6.68,7.1,6.24,6.41,6.41,"81,000"
18-Apr-23,6.62,7.7,6.2,6.7,6.7,"241,400"
17-Apr-23,6.39,7.83,6.39,6.9,6.9,"202,000"
14-Apr-23,9.7,9.7,6.3,7.03,7.03,"554,700"
13-Apr-23,8.21,11.14,8.13,10,10,"349,900"
12-Apr-23,8.01,8.43,6.7,8.35,8.35,"231,600"
11-Apr-23,9,9.51,7.56,8.76,8.76,"349,200"
10-Apr-23,10.8,14.75,10.4,11.75,11.75,"324,000"
6-Apr-23,10.17,11.3,10.07,10.53,10.53,"56,200"
5-Apr-23,10.83,10.99,9.6,10.2,10.2,"242,700"
4-Apr-23,10.85,10.86,10.85,10.85,10.85,"106,600"
3-Apr-23,10.85,10.85,10.85,10.85,10.85,"4,900"
31-Mar-23,10.84,10.85,10.84,10.85,10.85,"4,000"
30-Mar-23,10.85,10.86,10.84,10.85,10.85,"56,400"
29-Mar-23,10.82,10.85,10.82,10.84,10.84,"22,100"
28-Mar-23,10.8,10.81,10.76,10.8,10.8,"142,500"
27-Mar-23,10.74,10.74,10.74,10.74,10.74,"5,300"
24-Mar-23,10.71,10.74,10.71,10.73,10.73,"52,700"
23-Mar-23,10.71,10.71,10.7,10.71,10.71,"2,200"
22-Mar-23,10.73,10.73,10.73,10.73,10.73,100
21-Mar-23,10.7,10.7,10.7,10.7,10.7,100
20-Mar-23,10.71,10.71,10.7,10.7,10.7,"6,000"
16-Mar-23,10.72,10.72,10.72,10.72,10.72,"1,000"
10-Mar-23,10.72,10.72,10.72,10.72,10.72,100
9-Mar-23,10.7,10.7,10.7,10.7,10.7,100
8-Mar-23,10.7,10.7,10.7,10.7,10.7,"1,500"
7-Mar-23,10.6,10.6,10.6,10.6,10.6,200
6-Mar-23,10.6,10.6,10.6,10.6,10.6,"1,100"
3-Mar-23,10.66,10.66,10.66,10.66,10.66,700
23-Feb-23,10.6,10.65,10.6,10.65,10.65,600
21-Feb-23,10.6,10.65,10.6,10.65,10.65,500
17-Feb-23,10.65,10.65,10.65,10.65,10.65,100
14-Feb-23,10.59,10.65,10.59,10.65,10.65,400
8-Feb-23,10.59,10.7,10.59,10.7,10.7,"6,800"
7-Feb-23,10.55,10.57,10.55,10.55,10.55,"1,400"
2-Feb-23,10.55,10.55,10.55,10.55,10.55,100
1-Feb-23,10.53,10.57,10.53,10.57,10.57,300
30-Jan-23,10.53,10.53,10.53,10.53,10.53,100
24-Jan-23,10.53,10.53,10.53,10.53,10.53,"1,300"
20-Jan-23,10.55,10.56,10.55,10.56,10.56,200
18-Jan-23,10.55,10.55,10.55,10.55,10.55,200
17-Jan-23,10.56,10.56,10.53,10.55,10.55,"1,300"
10-Jan-23,10.55,10.55,10.55,10.55,10.55,100
9-Jan-23,10.47,10.55,10.47,10.55,10.55,800
4-Jan-23,10.49,10.49,10.49,10.49,10.49,600
3-Jan-23,10.4,10.49,10.4,10.49,10.49,"1,300"
30-Dec-22,10.42,10.42,10.42,10.42,10.42,100
29-Dec-22,10.42,10.42,10.42,10.42,10.42,100
28-Dec-22,10.49,10.49,10.49,10.49,10.49,100
23-Dec-22,10.41,10.41,10.41,10.41,10.41,200
20-Dec-22,10.4,10.4,10.4,10.4,10.4,"105,000"
15-Dec-22,10.4,10.4,10.4,10.4,10.4,600
7-Dec-22,10.47,10.47,10.4,10.4,10.4,900
6-Dec-22,10.42,10.42,10.37,10.41,10.41,"194,300"
5-Dec-22,10.39,10.82,10.38,10.4,10.4,"3,000"
2-Dec-22,10.41,10.45,10.41,10.44,10.44,"54,200"
1-Dec-22,10.37,10.46,10.37,10.37,10.37,"1,200"
30-Nov-22,10.34,10.34,10.34,10.34,10.34,100
28-Nov-22,10.39,10.39,10.39,10.39,10.39,"2,000"
23-Nov-22,10.43,10.43,10.43,10.43,10.43,200
22-Nov-22,10.33,10.35,10.33,10.35,10.35,"2,600"
21-Nov-22,10.35,10.4,10.34,10.34,10.34,"128,800"
18-Nov-22,10.35,10.35,10.32,10.32,10.32,"1,700"
16-Nov-22,10.34,10.34,10.34,10.34,10.34,400
15-Nov-22,10.34,10.37,10.33,10.35,10.35,"4,600"
14-Nov-22,10.31,10.35,10.31,10.34,10.34,"8,100"
11-Nov-22,10.32,10.32,10.3,10.3,10.3,"4,200"
10-Nov-22,10.3,10.3,10.3,10.3,10.3,-
9-Nov-22,10.3,10.3,10.3,10.3,10.3,100
8-Nov-22,10.3,10.3,10.3,10.3,10.3,700
7-Nov-22,10.3,10.3,10.3,10.3,10.3,500
4-Nov-22,10.3,10.3,10.3,10.3,10.3,100
3-Nov-22,10.3,10.3,10.3,10.3,10.3,100
2-Nov-22,10.3,10.31,10.3,10.31,10.31,"167,800"
1-Nov-22,10.29,10.29,10.28,10.29,10.29,"253,000"
31-Oct-22,10.29,10.3,10.29,10.29,10.29,500
28-Oct-22,10.29,10.29,10.29,10.29,10.29,100
26-Oct-22,10.31,10.31,10.31,10.31,10.31,100
25-Oct-22,10.31,10.31,10.28,10.28,10.28,"375,500"
24-Oct-22,10.31,10.31,10.31,10.31,10.31,100
21-Oct-22,10.31,10.31,10.31,10.31,10.31,500
20-Oct-22,10.31,10.31,10.31,10.31,10.31,100
18-Oct-22,10.28,10.28,10.28,10.28,10.28,700
17-Oct-22,10.3,10.3,10.3,10.3,10.3,100
14-Oct-22,10.29,10.29,10.29,10.29,10.29,100
12-Oct-22,10.29,10.29,10.29,10.29,10.29,100
7-Oct-22,10.29,10.31,10.29,10.31,10.31,"1,400"
4-Oct-22,10.28,10.28,10.28,10.28,10.28,100
3-Oct-22,10.28,10.28,10.28,10.28,10.28,500
30-Sep-22,10.27,10.27,10.27,10.27,10.27,"1,400"
29-Sep-22,10.27,10.28,10.27,10.27,10.27,"12,500"
28-Sep-22,10.27,10.28,10.26,10.28,10.28,"119,400"
27-Sep-22,10.26,10.26,10.26,10.26,10.26,"116,100"
26-Sep-22,10.25,10.26,10.25,10.26,10.26,"1,000"
23-Sep-22,10.26,10.26,10.26,10.26,10.26,500
22-Sep-22,10.27,10.27,10.26,10.27,10.27,700
21-Sep-22,10.26,10.27,10.26,10.26,10.26,"23,100"
19-Sep-22,10.26,10.26,10.25,10.25,10.25,800
15-Sep-22,10.25,10.26,10.25,10.25,10.25,800
13-Sep-22,10.26,10.26,10.25,10.25,10.25,300
12-Sep-22,10.24,10.25,10.24,10.25,10.25,"7,700"
8-Sep-22,10.25,10.25,10.25,10.25,10.25,100
7-Sep-22,10.24,10.27,10.23,10.27,10.27,"45,500"
6-Sep-22,10.21,10.22,10.21,10.22,10.22,800
2-Sep-22,10.22,10.22,10.22,10.22,10.22,100
1-Sep-22,10.21,10.22,10.21,10.22,10.22,"2,800"
31-Aug-22,10.2,10.22,10.2,10.22,10.22,"11,700"
30-Aug-22,10.2,10.2,10.2,10.2,10.2,800
29-Aug-22,10.2,10.2,10.2,10.2,10.2,600
26-Aug-22,10.2,10.2,10.2,10.2,10.2,200
23-Aug-22,10.2,10.2,10.2,10.2,10.2,"1,200"
22-Aug-22,10.2,10.2,10.2,10.2,10.2,100
18-Aug-22,10.19,10.19,10.19,10.19,10.19,500
17-Aug-22,10.19,10.2,10.19,10.2,10.2,300
16-Aug-22,10.19,10.19,10.18,10.19,10.19,"27,900"
15-Aug-22,10.19,10.2,10.19,10.19,10.19,500
12-Aug-22,10.18,10.19,10.18,10.19,10.19,"5,300"
11-Aug-22,10.18,10.18,10.15,10.15,10.15,"171,100"
10-Aug-22,10.18,10.19,10.18,10.19,10.19,"1,000"
9-Aug-22,10.19,10.19,10.19,10.19,10.19,400
8-Aug-22,10.18,10.19,10.18,10.19,10.19,"2,200"
5-Aug-22,10.17,10.18,10.17,10.18,10.18,600
4-Aug-22,10.17,10.17,10.17,10.17,10.17,600
3-Aug-22,10.17,10.18,10.17,10.18,10.18,"3,600"
2-Aug-22,10.16,10.16,10.16,10.16,10.16,300
29-Jul-22,10.16,10.17,10.16,10.16,10.16,"25,000"
28-Jul-22,10.16,10.16,10.16,10.16,10.16,400
27-Jul-22,10.16,10.17,10.16,10.17,10.17,"15,000"
26-Jul-22,10.16,10.18,10.16,10.16,10.16,"1,700"
25-Jul-22,10.15,10.15,10.15,10.15,10.15,100
20-Jul-22,10.16,10.16,10.15,10.16,10.16,400
19-Jul-22,10.15,10.16,10.15,10.16,10.16,"1,600"
18-Jul-22,10.15,10.16,10.15,10.15,10.15,"8,200"
14-Jul-22,10.15,10.15,10.15,10.15,10.15,300
13-Jul-22,10.15,10.15,10.15,10.15,10.15,100
12-Jul-22,10.13,10.14,10.13,10.14,10.14,400
8-Jul-22,10.12,10.15,10.12,10.15,10.15,"21,000"
6-Jul-22,10.12,10.12,10.12,10.12,10.12,"1,900"
5-Jul-22,10.12,10.12,10.12,10.12,10.12,900
1-Jul-22,10.12,10.13,10.12,10.12,10.12,"1,300"
24-Jun-22,10.11,10.12,10.11,10.11,10.11,"1,100"
22-Jun-22,10.11,10.11,10.11,10.11,10.11,200
21-Jun-22,10.11,10.11,10.11,10.11,10.11,200
16-Jun-22,10.11,10.11,10.11,10.11,10.11,"2,700"
15-Jun-22,10.11,10.11,10.11,10.11,10.11,400
14-Jun-22,10.11,10.11,10.11,10.11,10.11,"9,000"
13-Jun-22,10.14,10.14,10.11,10.11,10.11,"8,400"
8-Jun-22,10.13,10.14,10.13,10.14,10.14,"10,300"
7-Jun-22,10.13,10.14,10.13,10.14,10.14,"13,600"
6-Jun-22,10.11,10.12,10.11,10.12,10.12,400
3-Jun-22,10.12,10.13,10.12,10.12,10.12,"16,900"
2-Jun-22,10.12,10.13,10.11,10.11,10.11,"18,500"
1-Jun-22,10.09,10.09,10.09,10.09,10.09,700
31-May-22,10.1,10.1,10.1,10.1,10.1,600
27-May-22,10.09,10.09,10.08,10.09,10.09,900
26-May-22,10.08,10.09,10.08,10.09,10.09,"3,100"
25-May-22,10.09,10.09,10.09,10.09,10.09,300

